time_rank,temperature,pressure,humidity,wind_speed,PM2.5,NO2,CO,O3,SO2
348,1.8,1029.7,67.0,1.3,166.0,92.0,2.6,11.0,45.0
349,3.2,1028.3,62.0,1.8,171.0,86.0,2.5,17.0,50.0
350,3.9,1027.1,58.0,1.6,171.0,79.0,2.4,29.0,61.0
351,4.6,1026.2,55.0,1.6,177.0,76.0,2.3,41.0,66.0
352,4.9,1025.4,54.0,1.2,178.0,72.0,2.2,46.0,60.0
353,4.4,1025.1,56.0,0.8,178.0,85.0,2.1,30.0,49.0
354,2.4,1024.9,64.0,1.1,175.0,105.0,2.2,11.0,39.0
355,0.8,1025.1,70.0,0.8,183.0,117.0,2.4,2.0,37.0
356,-0.3,1025.0,75.0,0.6,185.0,121.0,2.7,2.0,37.0
357,-1.2,1024.9,79.0,0.6,196.0,125.0,3.3,2.0,39.0
358,-1.5,1024.7,81.0,0.6,205.0,128.0,3.6,3.0,37.0
359,-2.0,1024.2,83.0,0.8,208.0,131.0,3.6,3.0,30.0
360,-1.9,1023.4,83.0,0.8,214.0,133.0,4.3,3.0,33.0
361,-2.6,1022.9,85.0,0.7,223.0,128.0,3.4,2.0,39.0
362,-2.8,1022.1,86.0,0.7,229.0,128.0,3.5,2.0,43.0
363,-2.9,1021.5,83.0,0.8,225.0,125.0,3.6,2.0,39.0
364,-3.1,1020.6,84.0,0.8,221.0,122.0,4.3,2.0,31.0
365,-2.9,1020.4,82.0,0.7,219.0,119.0,3.5,2.0,37.0
366,-3.6,1020.3,83.0,0.7,213.0,114.0,3.5,2.0,37.0
367,-3.9,1020.0,86.0,0.1,210.0,116.0,4.2,2.0,29.0
368,-3.9,1019.6,86.0,0.6,226.0,123.0,6.9,3.0,27.0
369,0.0,1019.5,77.0,0.4,259.0,127.0,7.9,4.0,48.0
370,2.4,1018.9,61.0,0.4,261.0,128.0,6.2,4.0,54.0
371,4.3,1017.6,52.0,1.2,132.0,116.0,3.8,9.0,62.0
372,6.1,1016.3,44.0,0.9,3.0,114.0,2.7,20.0,65.0
373,7.1,1014.7,40.0,1.5,6.454545455,111.0,2.3,29.0,59.0
374,8.1,1013.5,37.0,1.1,9.909090909,110.0,2.2,43.0,57.0
375,8.3,1012.2,38.0,2.1,13.36363636,104.0,2.1,55.0,54.0
376,8.5,1011.5,37.0,1.6,16.81818182,101.0,2.1,59.0,57.0
377,7.9,1011.3,39.0,0.8,20.27272727,116.0,2.2,47.0,60.0
378,5.4,1011.0,46.0,0.0,23.72727273,129.0,2.5,38.0,61.0
379,3.2,1010.9,54.0,0.9,27.18181818,167.0,2.8,9.0,53.0
380,2.0,1010.4,60.0,0.6,30.63636364,174.0,3.1,5.0,51.0
381,1.5,1010.3,63.0,0.6,34.09090909,171.0,3.8,4.0,62.0
382,2.0,1009.9,60.0,0.8,37.54545455,160.0,4.3,4.0,70.0
383,1.7,1008.9,62.0,0.6,41.0,152.0,4.4,3.0,69.0
384,2.3,1008.4,61.0,1.0,44.45454545,149.75,4.1625,2.875,66.625
385,2.4,1008.4,62.0,0.8,47.90909091,147.5,3.925,2.75,64.25
386,3.9,1008.0,52.0,1.9,51.36363636,145.25,3.6875,2.625,61.875
387,3.9,1007.6,51.0,1.7,54.81818182,143.0,3.45,2.5,59.5
388,3.8,1007.2,51.0,1.7,58.27272727,140.75,3.2125,2.375,57.125
389,2.9,1007.3,54.0,0.9,61.72727273,138.5,2.975,2.25,54.75
390,3.1,1008.0,54.0,1.6,65.18181818,136.25,2.7375,2.125,52.375
391,4.4,1008.3,50.0,1.5,68.63636364,134.0,2.5,2.0,50.0
392,6.9,1009.2,35.0,4.9,72.09090909,114.0,1.8,11.0,50.0
393,7.9,1010.7,31.0,3.8,75.54545455,55.0,0.5,45.0,28.0
394,9.0,1011.4,29.0,6.2,79.0,42.0,0.2,51.0,16.0
395,9.2,1012.3,28.0,5.1,49.0,33.0,0.1,55.0,10.0
396,8.0,1013.5,32.0,5.6,18.0,23.0,0.1,59.0,7.0
397,7.5,1013.7,26.0,6.3,17.0,25.0,0.1,56.0,7.0
398,8.5,1013.8,17.0,6.6,10.0,22.0,0.1,61.0,3.0
399,7.7,1014.9,18.0,6.0,10.0,22.0,0.1,66.0,3.0
400,6.9,1015.8,17.0,5.4,10.0,22.0,0.1,66.0,3.0
401,6.6,1017.6,18.0,4.0,8.0,26.0,0.1,61.0,3.0
402,6.0,1019.2,19.0,4.0,7.0,33.0,0.1,55.0,4.0
403,5.2,1020.8,20.0,3.3,10.0,42.0,0.1,45.0,4.0
404,5.1,1021.8,20.0,3.5,10.0,38.0,0.1,49.0,3.0
405,4.1,1023.5,20.0,2.6,8.0,25.0,0.1,61.0,3.0
406,3.3,1024.5,19.0,3.7,8.0,23.0,0.1,62.0,2.0
407,2.5,1025.4,19.0,3.0,7.0,25.0,0.1,59.0,3.0
408,1.8,1025.7,19.0,3.1,8.0,21.0,0.1,61.0,2.0
409,0.9,1026.5,21.0,1.8,5.0,20.0,0.1,61.0,2.0
410,0.1,1027.1,22.0,1.4,7.0,24.0,0.1,56.0,2.0
411,-0.2,1027.2,23.0,1.6,5.0,25.0,0.1,54.0,3.0
412,-1.4,1027.5,25.0,1.2,5.0,25.0,0.1,53.0,3.0
413,-1.4,1027.6,26.0,1.4,8.0,32.0,0.1,46.0,5.0
414,-0.7,1027.4,23.0,2.8,7.0,60.0,0.1,21.0,7.0
415,-0.9,1027.8,21.0,3.0,7.5,59.0,0.1,24.5,7.0
416,0.1,1029.2,20.0,1.1,8.0,58.0,0.1,28.0,7.0
417,1.3,1029.4,16.0,2.3,7.0,33.0,0.1,51.0,5.0
418,2.6,1029.4,14.0,2.1,6.666666667,23.5,0.1,59.5,3.5
419,3.6,1028.5,11.0,3.8,6.333333333,14.0,0.1,68.0,2.0
420,4.4,1027.4,11.0,2.7,6.0,9.0,0.1,70.0,2.0
421,5.2,1026.1,11.0,1.9,8.0,5.0,0.1,64.0,2.0
422,6.1,1025.0,13.0,2.5,7.0,10.0,0.1,81.0,2.0
423,6.0,1024.2,20.0,2.7,30.0,17.0,0.1,80.0,10.0
424,5.7,1023.8,20.0,3.0,41.0,22.0,0.2,79.0,9.0
425,4.7,1023.6,27.0,2.9,52.0,29.0,0.3,69.0,13.0
426,3.8,1023.5,28.0,2.1,61.0,37.0,0.4,60.0,16.0
427,3.0,1023.4,27.0,2.4,61.0,52.0,0.4,42.0,18.0
428,3.0,1023.5,25.0,3.3,58.0,44.0,0.4,44.0,13.0
429,2.2,1023.2,26.0,2.9,69.0,48.0,0.6,36.0,16.0
430,0.9,1022.9,29.0,2.3,91.0,68.0,0.1,16.0,25.0
431,0.8,1022.6,30.0,2.6,93.0,84.0,1.4,5.0,34.0
432,0.6,1022.5,31.0,1.9,105.0,85.0,1.7,5.0,45.0
433,-0.2,1021.9,35.0,1.0,104.0,78.0,1.3,7.0,51.0
434,-0.3,1021.4,36.0,1.7,114.0,78.0,1.2,6.0,52.0
435,-2.8,1021.0,43.0,1.3,132.0,78.0,1.3,5.0,54.0
436,-3.1,1020.4,47.0,1.0,140.0,77.0,1.4,500.0,43.0
437,-4.3,1020.2,51.0,0.2,151.0,73.0,1.6,6.0,38.0
438,-5.1,1020.3,54.0,1.0,149.0,75.0,1.7,5.0,37.0
439,-4.9,1020.3,55.0,0.6,154.0,79.0,1.9,5.0,37.0
440,-4.4,1021.1,57.0,0.7,160.0,79.0,2.1,5.0,40.0
441,0.2,1021.5,41.0,1.0,175.0,85.0,2.8,9.0,70.0
442,2.6,1020.9,31.0,1.5,149.0,104.0,2.7,8.0,49.0
443,5.1,1020.8,27.0,1.2,119.0,106.0,2.2,15.0,35.0
444,6.4,1019.9,26.0,1.7,105.0,99.0,1.6,22.0,31.0
445,7.6,1018.3,24.0,1.6,138.0,105.0,1.5,27.0,35.0
446,9.2,1017.0,22.0,1.8,127.0,78.0,1.1,51.0,33.0
447,9.8,1016.0,22.0,3.2,100.0,43.0,0.5,75.0,29.0
448,9.9,1014.5,21.0,3.9,74.0,36.0,0.3,80.0,26.0
449,9.4,1014.2,22.0,2.6,57.0,35.0,0.2,86.0,18.0
450,7.5,1013.4,26.0,1.6,70.0,55.0,0.4,72.0,20.0
451,4.3,1013.2,32.0,1.4,86.0,100.0,0.9,30.0,25.0
452,3.2,1012.5,36.0,0.8,102.0,115.0,1.1,13.0,31.0
453,2.7,1012.0,37.0,1.0,123.0,94.0,1.1,21.0,39.0
454,3.5,1011.0,42.0,1.6,136.0,109.0,1.6,6.0,52.0
455,2.8,1009.3,46.0,1.3,144.0,111.0,1.5,4.0,48.0
456,2.2,1007.6,51.0,1.7,143.0,113.0,1.5,3.0,51.0
457,1.1,1006.4,54.0,1.6,142.0,117.0,1.6,3.0,46.0
458,0.8,1005.3,58.0,1.0,133.0,118.0,1.9,2.0,37.0
459,0.8,1004.1,62.0,1.4,138.0,114.0,1.7,2.0,35.0
460,0.6,1002.6,65.0,1.9,135.0,105.0,1.5,2.0,30.0
461,0.2,1002.1,69.0,1.5,152.0,94.0,1.5,2.0,26.0
462,-0.1,1001.7,70.0,0.8,158.0,94.0,1.7,2.0,29.0
463,-0.3,1001.3,72.0,0.7,160.0,96.0,1.7,2.0,32.0
464,-0.1,1002.1,72.0,0.8,156.0,99.0,1.8,3.0,38.0
465,3.8,1002.2,56.0,1.5,157.0,97.0,1.8,6.0,57.0
466,4.9,1002.4,49.0,2.4,156.0,91.0,1.7,11.0,60.0
467,7.5,1001.9,41.0,3.8,166.0,90.0,1.7,18.0,62.0
468,9.2,1001.6,34.0,3.8,158.0,92.0,1.6,24.5,55.0
469,11.3,1000.9,29.0,2.3,150.0,94.0,1.5,31.0,48.0
470,15.0,1001.4,18.0,2.8,128.0,77.0,1.1,51.0,34.0
471,14.7,1002.1,16.0,3.6,70.0,45.0,0.4,75.0,17.0
472,13.5,1003.7,13.0,4.8,49.0,38.0,0.1,72.0,10.0
473,10.7,1005.8,12.0,4.5,15.0,22.0,0.1,74.0,2.0
474,9.1,1007.8,13.0,3.6,9.0,30.0,0.1,65.0,2.0
475,7.8,1010.1,13.0,3.7,10.0,24.0,0.1,69.0,2.0
476,5.9,1012.3,14.0,4.4,9.0,22.0,0.1,69.0,2.0
477,4.6,1013.8,14.0,5.6,13.0,19.0,0.1,71.0,2.0
478,3.8,1015.3,15.0,5.9,12.0,18.0,0.1,69.0,2.0
479,3.0,1016.6,17.0,5.6,10.0,13.0,0.1,73.0,2.0
480,2.4,1018.2,18.0,4.1,7.5,18.5,0.1,65.5,2.0
481,1.3,1019.3,21.0,2.7,5.0,24.0,0.1,58.0,2.0
482,1.2,1019.9,20.0,3.5,5.0,22.0,0.15,58.5,2.5
483,0.5,1021.0,20.0,3.5,5.0,20.0,0.2,59.0,3.0
484,0.1,1021.3,20.0,4.5,5.0,13.0,0.2,500.0,3.0
485,-0.7,1022.7,21.0,3.0,4.5,16.0,0.2,281.0,3.5
486,-0.8,1024.3,21.0,3.6,4.0,19.0,0.2,62.0,4.0
487,-1.6,1025.6,22.0,3.4,7.0,22.0,0.2,59.0,4.0
488,-1.4,1026.9,21.0,3.3,6.0,32.0,0.3,51.0,5.0
489,-0.4,1028.1,20.0,3.8,9.0,24.0,0.3,58.0,6.0
490,0.4,1029.0,18.0,3.4,7.0,17.0,0.3,65.0,5.0
491,1.4,1029.1,17.0,3.5,7.0,17.0,0.3,66.0,4.0
492,2.6,1028.7,14.0,3.2,8.0,18.0,0.3,67.0,3.0
493,3.2,1027.8,13.0,4.4,10.0,19.0,0.3,67.0,3.0
494,4.5,1027.0,12.0,2.8,7.0,17.0,0.3,70.0,4.0
495,3.9,1027.0,12.0,2.7,8.0,20.33333333,0.3,67.33333333,4.0
496,4.6,1026.9,12.0,3.2,9.0,23.66666667,0.3,64.66666667,4.0
497,4.9,1027.1,12.0,2.0,10.0,27.0,0.3,62.0,4.0
498,3.3,1027.3,14.0,1.3,11.5,41.5,0.4,47.5,4.5
499,1.8,1028.5,17.0,1.6,13.0,56.0,0.5,33.0,5.0
500,1.1,1028.9,18.0,1.7,25.0,78.0,0.7,13.0,8.0
501,0.6,1029.7,19.0,1.4,26.0,70.0,0.6,16.0,8.0
502,0.1,1029.8,20.0,1.7,30.0,73.0,0.8,11.0,12.0
503,0.0,1030.0,20.0,1.6,55.0,69.0,1.1,12.0,19.0
504,-0.2,1029.5,21.0,0.9,48.0,58.5,0.9,20.5,16.5
505,-2.7,1029.3,29.0,1.4,41.0,48.0,0.7,29.0,14.0
506,-2.7,1028.9,29.0,1.4,48.0,58.0,0.9,18.0,19.0
507,-1.7,1029.1,27.0,1.6,62.0,71.0,1.1,7.0,22.0
508,-2.3,1029.2,32.0,1.8,68.33333333,69.33333333,1.2,7.333333333,24.0
509,-1.1,1028.8,31.0,2.3,74.66666667,67.66666667,1.3,7.666666667,26.0
510,-1.6,1028.2,34.0,1.8,81.0,66.0,1.4,8.0,28.0
511,-1.5,1027.9,35.0,1.5,73.66666667,63.66666667,1.3,11.33333333,26.66666667
512,-0.8,1028.3,33.0,2.0,66.33333333,61.33333333,1.2,14.66666667,25.33333333
513,0.1,1028.5,29.0,2.2,59.0,59.0,1.1,18.0,24.0
514,0.6,1028.3,28.0,2.2,65.0,61.0,1.1,18.0,22.0
515,1.9,1027.5,25.0,3.6,59.5,50.5,0.95,30.5,18.5
516,-1.6,1027.9,83.0,4.8,54.0,40.0,0.8,43.0,15.0
517,-1.8,1026.6,88.0,1.5,47.5,37.5,0.75,42.5,9.5
518,-1.6,1025.4,84.0,1.9,41.0,35.0,0.7,42.0,4.0
519,-1.3,1024.2,78.0,2.2,32.0,44.0,0.6,39.0,6.0
520,-0.9,1023.2,70.0,2.3,23.0,35.0,0.6,49.0,9.0
521,-1.2,1022.8,75.0,2.2,23.0,39.0,0.6,45.0,8.0
522,-2.2,1022.1,87.0,1.8,32.0,37.0,0.7,42.0,5.0
523,-2.4,1022.3,92.0,1.8,47.0,48.0,0.8,27.0,3.0
524,-2.9,1022.1,92.0,2.4,51.0,38.0,0.9,34.0,3.0
525,-2.9,1022.0,93.0,2.2,42.0,35.0,0.9,36.0,3.0
526,-3.0,1021.6,92.0,2.1,47.0,34.0,0.1,36.0,3.0
527,-3.1,1021.3,92.0,1.8,50.0,30.0,0.1,38.0,4.0
528,-3.3,1020.5,90.0,1.9,48.0,31.0,1.1,35.0,4.0
529,-3.2,1019.8,89.0,2.2,70.0,36.0,1.3,26.0,4.0
530,-3.2,1019.5,89.0,2.3,89.0,33.0,1.3,26.0,3.0
531,-3.2,1018.6,89.0,1.8,94.0,36.0,0.8,22.0,3.0
532,-3.3,1018.0,89.0,0.8,96.0,33.0,0.9,24.5,3.0
533,-3.3,1018.1,89.0,2.1,102.0,29.0,0.8,27.0,3.0
534,-3.6,1017.7,88.0,1.2,97.0,30.0,0.8,27.0,3.0
535,-4.0,1017.3,88.0,1.5,96.0,34.0,0.9,23.0,3.0
536,-3.6,1018.5,87.0,2.8,100.0,33.0,0.8,23.0,3.0
537,-3.4,1019.2,87.0,3.4,117.0,28.0,0.8,26.0,4.0
538,-1.9,1019.0,80.0,2.0,124.0,27.66666667,0.8,36.66666667,8.333333332999999
539,0.0,1018.8,71.0,1.2,131.0,27.33333333,0.8,47.33333333,12.66666667
540,0.5,1018.3,71.0,1.8,138.0,27.0,0.8,58.0,17.0
541,1.6,1017.3,66.0,1.5,156.0,31.5,0.95,68.0,16.0
542,2.2,1016.6,69.0,1.4,174.0,36.0,1.1,78.0,15.0
543,3.0,1016.5,65.0,1.0,197.0,41.0,1.3,82.0,15.0
544,3.5,1017.0,64.0,2.1,201.0,45.0,1.3,79.0,15.0
545,4.0,1017.4,59.0,2.1,175.0,46.0,1.1,70.0,13.0
546,5.3,1018.1,31.0,3.9,75.0,43.0,0.4,54.0,11.0
547,4.7,1019.3,31.0,3.5,10.0,32.0,0.1,57.0,4.0
548,4.4,1020.5,29.0,3.7,10.0,34.0,0.1,54.0,4.0
549,3.4,1021.9,32.0,3.5,8.0,24.0,0.1,64.0,4.0
550,1.6,1023.2,40.0,1.2,9.0,29.0,0.1,58.0,3.0
551,0.0,1023.7,45.0,1.1,10.0,37.0,0.1,50.0,5.0
552,-0.2,1024.1,45.0,1.3,7.0,34.0,0.1,52.0,4.0
553,0.6,1024.5,40.0,2.1,12.0,26.0,0.1,59.0,5.0
554,0.1,1025.1,41.0,1.6,10.0,38.0,0.1,47.0,6.0
555,-1.3,1025.2,48.0,1.1,12.0,51.0,0.1,32.0,6.0
556,-3.0,1025.2,53.0,0.9,12.0,60.0,0.1,22.0,6.0
557,-4.2,1025.0,62.0,1.2,13.0,74.0,0.2,9.0,5.0
558,-4.8,1025.2,69.0,0.5,13.0,66.0,0.1,16.0,5.0
559,-6.2,1026.0,75.0,1.3,17.0,79.0,0.2,6.0,5.0
560,-1.9,1026.5,63.0,0.7,25.0,86.0,0.1,6.0,11.0
561,1.6,1026.9,42.0,1.1,19.0,66.0,0.6,23.0,11.0
562,3.2,1026.9,36.0,1.5,21.0,62.0,0.6,30.0,9.0
563,4.9,1026.2,30.0,1.9,21.5,46.5,0.4,44.0,7.5
564,5.5,1025.2,28.0,2.7,22.0,31.0,0.2,58.0,6.0
565,6.3,1023.8,26.0,3.3,19.0,18.0,0.1,73.0,6.0
566,7.1,1022.8,25.0,3.1,18.0,15.0,0.1,85.0,4.0
567,7.5,1022.2,25.0,3.8,30.0,17.0,0.1,86.0,5.0
568,7.7,1021.8,24.0,3.3,31.0,18.0,0.1,88.0,4.0
569,7.2,1021.5,26.0,3.2,26.0,18.0,0.1,88.0,4.0
570,6.0,1021.6,29.0,2.9,26.0,24.0,0.1,78.0,5.0
571,4.9,1021.8,31.0,2.1,33.0,60.0,0.2,41.0,8.0
572,4.2,1022.1,32.0,2.1,45.0,63.0,0.4,35.0,13.0
573,3.4,1022.0,35.0,1.9,51.0,65.0,0.6,29.0,20.0
574,3.2,1022.0,35.0,2.0,59.0,69.0,0.7,24.0,22.0
575,2.5,1022.1,40.0,1.6,58.0,43.0,0.5,45.0,17.0
576,1.9,1021.9,45.0,2.1,99.0,53.0,0.8,30.0,22.0
577,1.0,1021.9,50.0,1.5,107.0,68.0,1.3,14.0,20.0
578,0.3,1021.8,54.0,1.8,125.0,75.0,1.6,6.0,18.0
579,-2.7,1021.8,69.0,0.9,126.0,75.0,1.2,4.0,16.0
580,-3.2,1021.3,74.0,0.6,122.0,76.0,1.2,4.0,15.0
581,-3.7,1021.0,76.0,0.9,113.0,73.0,1.2,4.0,12.0
582,-3.6,1021.3,74.0,0.8,108.0,73.0,1.4,3.0,10.0
583,-2.7,1021.5,72.0,0.7,108.0,74.0,2.2,3.0,11.0
584,3.7,1021.7,41.0,1.8,133.0,80.0,2.5,5.0,19.0
585,5.8,1022.1,33.0,1.9,90.0,85.0,1.7,10.0,25.0
586,7.2,1022.0,25.0,2.4,27.0,68.0,0.5,24.0,12.0
587,8.8,1021.7,21.0,1.8,15.0,37.0,0.1,51.0,7.0
588,9.6,1021.3,21.0,3.1,14.0,31.0,0.1,62.0,6.0
589,10.3,1020.1,19.0,1.7,26.0,26.0,0.1,72.0,7.0
590,10.6,1019.2,18.0,1.8,26.0,17.0,0.1,85.0,6.0
591,10.9,1018.6,19.0,1.8,28.0,19.0,0.1,86.0,7.0
592,11.0,1018.3,19.0,2.1,32.0,24.0,0.1,84.0,8.0
593,11.2,1018.2,19.0,1.6,32.0,27.0,0.1,81.0,9.0
594,9.8,1018.6,22.0,2.4,25.0,35.0,0.1,66.0,8.0
595,7.9,1019.0,27.0,1.3,29.0,55.0,0.1,47.0,10.0
596,8.1,1019.4,26.0,1.5,28.0,63.0,0.1,33.0,11.0
597,7.7,1019.8,26.0,2.3,19.0,60.0,0.1,29.0,10.0
598,7.9,1020.5,23.0,3.7,9.0,31.0,0.1,53.0,5.0
599,7.0,1021.0,26.0,1.7,4.0,30.0,0.1,52.0,7.0
600,6.2,1020.8,27.0,1.7,9.0,47.0,0.1,35.0,8.0
601,5.4,1020.7,28.0,2.3,29.0,45.0,0.1,34.0,11.0
602,5.2,1020.3,28.0,1.6,16.0,51.0,0.1,28.0,10.0
603,4.6,1019.8,30.0,2.0,12.0,43.0,0.1,37.0,6.0
604,4.0,1019.2,32.0,1.5,4.0,25.0,0.1,55.0,4.0
605,1.4,1019.1,41.0,0.7,3.0,34.0,0.1,43.0,6.0
606,0.7,1019.3,48.0,0.9,4.0,48.0,0.1,31.0,5.0
607,0.6,1019.5,46.0,1.3,6.0,79.0,0.1,6.0,8.0
608,4.9,1020.0,32.0,1.4,18.0,81.0,0.4,5.0,11.0
609,7.9,1020.0,24.0,2.1,17.0,64.0,0.2,24.0,9.0
610,9.1,1019.7,22.0,2.8,11.0,34.0,0.1,53.0,5.0
611,10.5,1019.1,21.0,3.1,6.0,21.0,0.1,66.0,4.0
612,12.0,1018.1,19.0,3.6,3.0,12.0,0.1,77.0,3.0
613,12.7,1016.7,19.0,5.0,5.0,11.0,0.1,81.0,2.0
614,13.2,1015.9,18.0,4.2,8.0,12.0,0.1,86.0,2.0
615,13.6,1015.5,17.0,4.2,7.0,14.0,0.1,86.0,3.0
616,13.8,1015.4,17.0,3.2,10.0,17.0,0.1,86.0,3.0
617,13.3,1015.6,18.0,2.9,11.0,20.0,0.1,81.0,3.0
618,12.0,1016.0,20.0,2.6,10.0,30.0,0.1,70.0,4.0
619,11.0,1016.6,22.0,2.6,15.0,48.0,0.1,50.0,9.0
620,10.3,1017.5,23.0,2.6,17.0,58.0,0.1,39.0,6.0
621,8.5,1018.4,28.0,1.4,19.0,66.0,0.1,29.0,6.0
622,7.2,1019.0,31.0,1.1,17.0,59.0,0.1,35.0,7.0
623,5.5,1019.5,35.0,1.0,12.0,67.0,0.1,27.0,7.0
624,5.0,1019.9,36.0,0.4,12.0,65.0,0.1,28.0,6.0
625,3.8,1020.0,41.0,1.6,15.0,77.0,0.1,15.0,9.0
626,2.8,1020.1,44.0,1.1,20.0,90.0,0.2,4.0,14.0
627,2.6,1020.0,45.0,1.3,21.0,91.0,0.7,3.0,13.0
628,2.5,1019.8,46.0,1.8,19.0,92.0,0.8,500.0,16.0
629,1.2,1020.1,51.0,1.1,19.0,93.0,0.7,2.0,18.0
630,0.6,1020.5,54.0,0.1,18.0,93.0,0.1,2.0,16.0
631,-0.3,1020.9,60.0,0.8,19.0,93.0,0.8,2.0,13.0
632,2.5,1021.6,53.0,1.0,28.0,94.0,1.1,4.0,19.0
633,5.9,1021.8,39.0,1.1,35.0,89.0,1.2,11.0,27.0
634,8.5,1021.7,30.0,1.2,28.0,73.0,0.9,27.0,16.0
635,9.9,1021.5,26.0,1.4,20.0,50.0,0.5,46.0,9.0
636,11.4,1020.7,24.0,1.3,21.0,41.0,0.3,56.0,7.0
637,11.6,1019.7,25.0,2.6,24.0,48.0,0.4,55.0,8.0
638,12.8,1018.7,23.0,1.3,31.0,31.0,0.3,74.0,6.0
639,12.8,1018.4,23.0,2.7,33.0,26.0,0.2,78.0,5.0
640,12.8,1018.1,22.0,2.9,27.0,25.0,0.2,81.0,5.0
641,12.5,1018.2,22.0,2.4,24.0,33.0,0.1,75.0,4.0
642,11.2,1018.6,25.0,2.2,26.0,42.0,0.2,63.0,4.0
643,9.8,1019.1,28.0,1.2,28.0,46.0,0.3,57.0,6.0
644,9.6,1019.2,28.0,2.3,41.0,57.0,0.3,44.0,9.0
645,8.6,1019.5,29.0,1.2,40.0,51.0,0.4,46.0,9.0
646,7.5,1019.8,33.0,2.2,59.0,61.0,0.8,29.0,15.0
647,7.1,1019.7,34.0,2.1,94.0,88.0,1.4,6.0,27.0
648,6.5,1019.6,36.0,1.7,89.0,90.0,1.4,5.0,32.0
649,6.2,1019.4,37.0,2.2,83.0,79.0,1.3,11.0,30.0
650,4.0,1019.2,43.0,0.8,96.0,88.0,1.6,4.0,29.0
651,0.6,1018.8,57.0,1.1,87.0,86.0,1.6,3.0,23.0
652,-0.3,1018.7,63.0,0.7,91.0,84.0,2.1,3.0,20.0
653,-0.5,1018.7,65.0,0.1,79.0,82.0,2.1,3.0,15.0
654,-1.0,1018.7,67.0,0.8,84.0,83.0,2.4,3.0,17.0
655,-1.2,1018.9,70.0,0.8,98.0,88.0,3.9,3.0,18.0
656,1.6,1019.0,58.0,0.9,105.0,102.0,5.8,4.0,33.0
657,6.0,1019.0,48.0,1.5,111.0,106.0,3.2,5.0,44.0
658,8.4,1018.7,38.0,1.9,116.5,110.0,2.85,10.5,43.0
659,10.7,1017.8,33.0,2.3,122.0,114.0,2.5,16.0,42.0
660,12.3,1016.8,29.0,2.2,133.0,122.0,2.2,20.0,42.0
661,14.2,1015.4,23.0,1.9,107.0,92.0,1.5,42.0,24.0
662,15.0,1014.3,19.0,2.4,89.0,64.0,0.1,65.0,17.0
663,15.8,1013.7,18.0,2.8,62.0,45.0,0.6,80.0,11.0
664,15.9,1013.7,17.0,2.7,59.0,29.0,0.4,92.0,8.0
665,15.3,1013.5,17.0,3.6,40.0,36.0,0.4,83.0,7.0
666,13.7,1013.3,19.0,1.4,33.0,60.0,0.3,59.0,6.0
667,10.1,1013.9,26.0,0.2,37.0,81.0,0.5,31.0,5.0
668,8.3,1014.0,31.0,0.9,65.0,116.0,0.1,5.0,12.0
669,6.5,1014.3,36.0,1.0,58.0,101.0,0.7,8.0,13.0
670,6.7,1014.7,36.0,0.9,57.0,93.0,0.8,10.0,13.0
671,8.2,1014.7,33.0,1.4,74.0,94.0,0.1,5.0,19.0
672,8.5,1014.9,29.0,0.8,33.0,67.0,0.5,23.0,6.0
673,6.6,1015.3,35.0,0.9,20.0,58.0,0.3,28.0,4.0
674,5.1,1015.1,38.0,1.4,14.0,64.0,0.3,22.0,5.0
675,6.6,1015.0,29.0,1.0,13.0,65.0,0.2,16.0,6.0
676,4.8,1015.2,35.0,0.8,8.0,48.0,0.2,28.0,6.0
677,6.0,1015.2,31.0,1.2,9.0,71.0,0.3,14.0,8.0
678,5.8,1015.4,32.0,0.9,12.0,85.0,0.4,3.0,10.0
679,5.4,1015.6,35.0,0.9,11.0,90.0,0.6,2.0,12.0
680,6.7,1016.0,31.0,0.8,13.0,88.0,0.7,6.0,11.0
681,10.8,1016.2,19.0,3.0,8.0,46.0,0.3,41.0,6.0
682,12.5,1015.9,17.0,2.3,4.0,25.0,0.1,62.0,2.0
683,13.5,1015.4,15.0,3.5,3.0,15.0,0.1,73.0,2.0
684,14.5,1014.7,13.0,3.3,3.0,13.0,0.1,77.0,2.0
685,15.0,1013.7,13.0,3.3,3.0,12.0,0.1,79.0,2.0
686,15.5,1012.6,12.0,2.8,11.5,12.0,0.1,105.0,35.5
687,15.8,1012.0,11.0,4.5,20.0,12.0,0.1,131.0,69.0
688,15.2,1011.9,11.0,4.8,8.0,11.0,0.1,103.0,2.0
689,14.7,1012.0,12.0,2.1,7.0,15.0,0.1,101.0,2.0
690,13.8,1012.5,13.0,2.1,8.0,27.0,0.1,85.0,2.0
691,10.5,1013.1,18.0,0.5,13.0,53.0,0.2,52.0,4.0
692,10.7,1013.2,18.0,1.7,21.0,66.0,0.3,35.0,4.0
693,11.4,1013.5,17.0,1.7,22.0,70.0,0.45,29.5,7.0
694,9.6,1013.7,20.0,1.4,23.0,74.0,0.6,24.0,10.0
695,7.6,1013.4,24.0,0.5,10.0,60.0,0.2,37.0,4.0
696,5.9,1013.2,29.0,0.9,10.0,68.0,0.3,25.0,4.0
697,6.7,1013.3,26.0,1.3,13.0,87.0,0.4,6.0,5.0
698,8.6,1013.2,22.0,2.3,11.0,85.0,0.4,7.0,6.0
699,8.6,1013.6,30.0,2.8,10.0,38.0,0.2,58.0,4.0
700,7.7,1014.7,42.0,4.3,8.0,12.0,0.1,85.0,9.0
